area1488486400|-3.599999999999999,49.800705375|-3.604459,49.800148|-3.6047180123333384,49.8|-3.6999999999999993,49.8|-3.6999999999999993,49.9|-3.599999999999999,49.9
area1173401600|-8.407997,49.099642|-8.410997,49.079642|-8.420997,49.062642|-8.426997,49.042642|-8.439997,49.020641|-8.4441252,49.0|-8.474877333333332,49.0|-8.472997,49.005641|-8.464997,49.016641|-8.459997,49.026641|-8.449997,49.056642|-8.445997,49.075642|-8.445997,49.083642|-8.442997,49.092642|-8.436497,49.099142|-8.434888249999998,49.1|-8.40750875309091,49.1
area1354523500|-6.556482,50.283152|-6.566482,50.279152|-6.579482,50.277152|-6.6,50.26377127742272|-6.6,50.286699999999996|-6.594483,50.289152|-6.588982,50.294652|-6.588387777777777,50.300000000000004|-6.5344499999999925,50.300000000000004
area117358600|-1.4,45.5|-1.5,45.5|-1.5,45.6|-1.4,45.6
area1184227400|-2.599999999999999,47.2|-2.6313970857142888,47.2|-2.638952,47.205626|-2.642952,47.213626|-2.642952,47.220626|-2.639952,47.227626|-2.626952,47.240626|-2.608952,47.263626|-2.605952,47.270626|-2.604952,47.284627|-2.602952,47.290627|-2.599999999999999,47.29603854903758
area1061388300|-1.6999999999999988,48.8|-1.727945,48.8|-1.727945,48.800639|-1.730445,48.803139|-1.740445,48.803139|-1.7484668888889,48.8|-1.778305999999999,48.8|-1.780945,48.802639|-1.790945,48.81764|-1.792945,48.82164|-1.792945,48.83164|-1.782945,48.85964|-1.771445,48.87114|-1.753445,48.87914|-1.740445,48.88214|-1.719445,48.88314|-1.712945,48.88764|-1.711945,48.89064|-1.714945,48.89764|-1.717123461538458,48.9|-1.6999999999999988,48.9
area1407486600|-3.497959,49.893649|-3.5,49.891335866666665|-3.5,49.9|-3.4975053571428574,49.9
area1173274700|-5.3,47.7|-5.3999999999999995,47.7|-5.3999999999999995,47.800000000000004|-5.3,47.800000000000004
area1173531400|-8.6,50.30365|-8.601998,50.301652|-8.602760461538463,50.3|-8.6907435,50.3|-8.685999,50.312652|-8.685999,50.317652|-8.692999,50.334652|-8.697499,50.341153|-8.7,50.341153|-8.7,50.4|-8.6,50.4
area1173176400|-3.599999999999999,46.7|-3.6999999999999993,46.7|-3.6999999999999993,46.800000000000004|-3.599999999999999,46.800000000000004
area1042377400|-2.599999999999999,48.74526967733277|-2.605452,48.748139|-2.610952,48.755639|-2.609952,48.759639|-2.604452,48.764139|-2.599999999999999,48.764139
area1260118100|-1.945947,46.170617|-1.938946,46.160617|-1.933946,46.148617|-1.933946,46.132617|-1.928946,46.118617|-1.925446,46.114117|-1.921446,46.112117|-1.912446,46.111117|-1.907946,46.107617|-1.910446,46.103117|-1.915946,46.101117|-1.923446,46.101117|-1.933446,46.105117|-1.944446,46.107117|-1.950447,46.110117|-1.955947,46.115617|-1.963947,46.138617|-1.969447,46.144117|-1.983447,46.151117|-1.987947,46.156617|-1.988947,46.159617|-1.987947,46.166617|-1.983447,46.174117|-1.976447,46.177117|-1.972447,46.177117
area1173512800|-7.2,50.1|-7.3,50.1|-7.3,50.2|-7.2,50.2
area1173594200|-5.8,50.9|-5.8999999999999995,50.9|-5.8999999999999995,51.0|-5.8,51.0
area133817700|-2.35695,45.187609|-2.35495,45.184609|-2.35495,45.179609|-2.35795,45.177109|-2.36445,45.178109|-2.36895,45.182609|-2.36995,45.185609|-2.36745,45.190109|-2.36145,45.190109
area1163255900|-4.142964,47.588629|-4.143964,47.582629|-4.155964,47.574129|-4.171464,47.574129|-4.185464,47.577129|-4.199999999999999,47.58258|-4.199999999999999,47.6|-4.148132636363637,47.6
area1173433700|-6.300000000000001,49.3|-6.4,49.3|-6.4,49.4|-6.300000000000001,49.4
area1488486500|-3.4999999999999996,49.8|-3.579329999999988,49.8|-3.588459,49.802148|-3.5999999999999996,49.800705375|-3.5999999999999996,49.9|-3.4999999999999996,49.9
area1481499500|-0.49999999999999967,49.9|-0.5999999999999996,49.9|-0.5999999999999996,50.0|-0.49999999999999967,50.0
area1173482300|-7.7,49.8|-7.8,49.8|-7.8,49.9|-7.7,49.9
area1356534100|-5.9,50.30598063265306|-5.907514128205132,50.3|-5.974806000000013,50.3|-5.971478,50.301152|-5.953478,50.314152|-5.934977,50.333652|-5.928977,50.346653|-5.927977,50.350653|-5.928977,50.352653|-5.940477,50.361153|-5.951478,50.365153|-5.962478,50.365153|-5.981478,50.359153|-6.0,50.3573008|-6.0,50.39885471428571|-5.999478,50.399153|-5.991478,50.399153|-5.989978,50.397653|-5.988978,50.395653|-5.989978,50.385653|-5.986478,50.380153|-5.978478,50.377153|-5.964478,50.378153|-5.955478,50.383153|-5.935987672666669,50.4|-5.9,50.4
area1173453500|-6.5,49.5|-6.6,49.5|-6.6,49.6|-6.5,49.6
area117358700|-1.3000000000000003,45.5|-1.4000000000000004,45.5|-1.4000000000000004,45.6|-1.3000000000000003,45.6
area1173414000|-6.0,49.1|-6.1,49.1|-6.1,49.2|-6.0,49.2
area1173591400|-8.7,50.998220125|-8.7,51.0|-8.69525366666667,51.0
area1097334900|-5.126471,48.320135|-5.118471,48.318135|-5.107971,48.311635|-5.107971,48.308635|-5.110471,48.306135|-5.118471,48.303135|-5.13336225000001,48.3|-5.187655007500003,48.3|-5.171471,48.317135|-5.163471,48.321135|-5.145471,48.322135
area1173217400|-2.599999999999999,47.14916164664277|-2.599999999999999,47.132399|-2.609452,47.137125|-2.625452,47.137125|-2.630952,47.140625|-2.631952,47.149625|-2.629452,47.153125|-2.624452,47.155126
area1173422100|-7.9,49.2|-7.905449076923076,49.2|-7.902993,49.210643|-7.908493,49.218143|-7.915493,49.219143|-7.924493,49.216143|-7.937493,49.216143|-7.946493,49.219143|-7.951493,49.219143|-7.965493,49.211143|-7.982493,49.207143|-7.994100374999995,49.2|-8.0,49.2|-8.0,49.300000000000004|-7.9,49.300000000000004
area1173323900|-6.1,48.2597221875|-6.111479,48.256135|-6.133479,48.238135|-6.150479,48.228135|-6.156979,48.220635|-6.159979,48.211634|-6.154479,48.207134|-6.147479,48.206134|-6.142979,48.203634|-6.142979,48.2|-6.199999999999999,48.2|-6.199999999999999,48.25510647053309|-6.195979,48.260635|-6.193979,48.267635|-6.193979,48.276635|-6.196479,48.282135|-6.199479,48.282135|-6.199999999999999,48.28184930875427|-6.199999999999999,48.300000000000004|-6.1,48.300000000000004
area1173225600|-4.4,47.2|-4.5,47.2|-4.5,47.300000000000004|-4.4,47.300000000000004
area1112324800|-5.2,48.2|-5.289917692307696,48.2|-5.293472,48.205134|-5.3,48.208035333333335|-5.3,48.25471664705882|-5.285472,48.258135|-5.279972,48.271635|-5.266472,48.287135|-5.253472,48.296135|-5.245741999999991,48.300000000000004|-5.2,48.300000000000004
area1173464900|-5.1,49.6|-5.199999999999999,49.6|-5.199999999999999,49.7|-5.1,49.7
area1173127300|-2.6999999999999997,46.2|-2.8,46.2|-2.8,46.300000000000004|-2.6999999999999997,46.300000000000004
area1173522400|-7.6,50.2|-7.699999999999999,50.2|-7.699999999999999,50.300000000000004|-7.6,50.300000000000004
area1173233800|-6.2,47.35080292489723|-6.20748,47.354127|-6.25248,47.366127|-6.26748,47.376127|-6.27648,47.380127|-6.29948,47.381127|-6.3,47.381300333333336|-6.3,47.4|-6.294649142857137,47.4|-6.28248,47.396128|-6.26948,47.396128|-6.24848,47.391128|-6.24048,47.390127|-6.22948,47.391128|-6.22698,47.392628|-6.22498,47.397628|-6.225507111111112,47.4|-6.2,47.4
area1173493100|-6.9,49.9|-7.0,49.9|-7.0,50.0|-6.9,50.0
area1417490000|0.000000000,49.845004333333335|0.000000000,49.8054325|-0.005431,49.808148|-0.015432,49.811148|-0.055432,49.815148|-0.060932,49.817648|-0.062932,49.822648|-0.059432,49.827148|-0.055432,49.829148|-0.030432,49.834148|-0.008432,49.845148|-0.000431,49.845148
area135315600|-4.4,45.134108|-4.402466,45.134108|-4.407966,45.129608|-4.410966,45.123608|-4.411966,45.107608|-4.413966,45.101608|-4.415216666666665,45.1|-4.439913076923078,45.1|-4.442966,45.103608|-4.446966,45.111608|-4.452966,45.117608|-4.453966,45.125608|-4.448466,45.132108|-4.431466,45.140108|-4.416466,45.153109|-4.4,45.158597463390244
area1410482200|-7.800000000000001,49.87425806666667|-7.802992,49.877649|-7.801992,49.886649|-7.802992,49.896649|-7.805827461538462,49.9|-7.800000000000001,49.9
area1173553300|-6.7,50.5|-6.8,50.5|-6.8,50.6|-6.7,50.6
area1204175000|-5.0,46.7|-5.010065199999999,46.7|-5.00347,46.704122|-5.0,46.70518969230769
area1173564100|-5.9,50.6|-6.0,50.6|-6.0,50.7|-5.9,50.7
area1017405600|-4.430466,49.045142|-4.426966,49.041642|-4.424966,49.030641|-4.420466,49.026141|-4.4,49.02543530019654|-4.4,49.0|-4.461111923076921,49.0|-4.450466,49.008141|-4.437966,49.020641|-4.436966,49.028641|-4.440966,49.035641|-4.440966,49.040641|-4.435466,49.046142
area1239135600|-4.485466,46.398119|-4.476466,46.393119|-4.465466,46.383119|-4.459466,46.380119|-4.447466,46.379119|-4.435466,46.382119|-4.428466,46.381119|-4.4,46.368384545643536|-4.4,46.334119|-4.401466,46.334119|-4.406466,46.332119|-4.406966,46.326618|-4.403966,46.314618|-4.404630454545455,46.3|-4.4491866,46.3|-4.448966,46.306618|-4.433966,46.337619|-4.434966,46.342619|-4.440466,46.347119|-4.460466,46.350119|-4.475466,46.356119|-4.492466,46.367119|-4.5,46.37371125|-4.5,46.4|-4.494870999999995,46.4
area1173364900|-5.135971,48.695639|-5.135971,48.685638|-5.140471,48.679138|-5.157471,48.671138|-5.159971,48.668638|-5.160971,48.664638|-5.157471,48.660138|-5.148471,48.658138|-5.139471,48.662138|-5.124471,48.676138|-5.106471,48.677138|-5.100471,48.675138|-5.1,48.674667|-5.1,48.662493000000005|-5.100971,48.657638|-5.106971,48.645638|-5.116471,48.638138|-5.121471,48.636138|-5.144471,48.631138|-5.151471,48.631138|-5.161471,48.638138|-5.169471,48.638138|-5.183972,48.631638|-5.186972,48.622638|-5.183972,48.612638|-5.182972,48.600638|-5.182516285714289,48.6|-5.198989000000002,48.6|-5.199472,48.600138|-5.199999999999999,48.600138|-5.199999999999999,48.7|-5.137424666666667,48.7
area117317800|-2.1999999999999997,45.15837275|-2.202948,45.155609|-2.208949,45.141608|-2.217449,45.135108|-2.230449,45.134108|-2.235449,45.132108|-2.240949,45.125608|-2.248949,45.109608|-2.258449,45.102108|-2.263086599999997,45.1|-2.3,45.1|-2.3,45.119499352941176|-2.286449,45.117108|-2.268449,45.128108|-2.245449,45.137108|-2.233949,45.151609|-2.226449,45.158109|-2.207449,45.169109|-2.1999999999999997,45.17520308235615
area1481449500|-0.49999999999999967,49.4|-0.5999999999999996,49.4|-0.5999999999999996,49.5|-0.49999999999999967,49.5
area131145900|-4.168964,45.406611|-4.164964,45.400611|-4.164789428571429,45.4|-4.188587444444445,45.4|-4.187964,45.405611|-4.180464,45.411111|-4.176464,45.411111
area1488507100|-2.9,50.0|-3.0,50.0|-3.0,50.1|-2.9,50.1
area1173274800|-5.2,47.7|-5.3,47.7|-5.3,47.800000000000004|-5.2,47.800000000000004
area1184217800|-2.274949,47.195626|-2.286949,47.179626|-2.284949,47.172626|-2.276949,47.164626|-2.272949,47.155626|-2.272949,47.129625|-2.276949,47.125125|-2.289449,47.126125|-2.3,47.130994692307695|-2.3,47.2|-2.274551363636363,47.2
area1173176500|-3.4999999999999996,46.7|-3.5999999999999996,46.7|-3.5999999999999996,46.800000000000004|-3.4999999999999996,46.800000000000004
area117307400|-2.599999999999999,45.053108|-2.624452,45.053108|-2.637452,45.049108|-2.650452,45.048108|-2.661452,45.044108|-2.665452,45.044108|-2.666952,45.045608|-2.666952,45.049608|-2.656952,45.070608|-2.647452,45.079108|-2.629452,45.087108|-2.621952,45.094608|-2.621952,45.097608|-2.6243440000000025,45.1|-2.599999999999999,45.1
area1173283000|-7.092986,47.897632|-7.082986,47.870632|-7.084986,47.854631|-7.1,47.83246747619047|-7.1,47.9|-7.093380666666666,47.9
area1173594300|-5.7,50.9|-5.8,50.9|-5.8,51.0|-5.7,51.0
area1356574400|-5.6000000000000005,50.7|-5.7,50.7|-5.7,50.800000000000004|-5.6000000000000005,50.800000000000004
area1173496000|-3.9999999999999996,49.9|-4.1,49.9|-4.1,50.0|-3.9999999999999996,50.0
area1468448800|-1.1999999999999988,49.48754044444444|-1.1999999999999988,49.44930188888889|-1.212441,49.451145|-1.217441,49.454145|-1.223941,49.461645|-1.224941,49.464645|-1.223941,49.478645|-1.214441,49.486145|-1.205441,49.488145
area1333536900|-3.1999999999999993,50.3964874|-3.1999999999999993,50.4|-3.1952100909090952,50.4
area1173467300|-2.707952,49.687647|-2.720953,49.672647|-2.721953,49.670647|-2.719452,49.668147|-2.701452,49.668147|-2.6999999999999997,49.66768847368421|-2.6999999999999997,49.6|-2.8,49.6|-2.8,49.7|-2.7012607916666647,49.7
area1432469700|-0.2999999999999986,49.688147|-0.311434,49.688147|-0.321434,49.690147|-0.365434,49.689147|-0.384434,49.691147|-0.3999999999999986,49.69737308869557|-0.3999999999999986,49.7|-0.2999999999999986,49.7
area1173536801|-3.272457,50.345153|-3.257457,50.334152|-3.242957,50.313652|-3.240457,50.312152|-3.232456,50.317152|-3.208456,50.324152|-3.201956,50.328652|-3.1999999999999997,50.333053|-3.1999999999999997,50.3|-3.3,50.3|-3.3,50.3445901|-3.291457,50.347153|-3.281457,50.348153
area1488486600|-3.4,49.801587272727275|-3.4043650000000074,49.8|-3.428483333333331,49.8|-3.433458,49.801148|-3.462458,49.801148|-3.4687720000000177,49.8|-3.5,49.8|-3.5,49.9|-3.4,49.9
area1203165900|-4.1,46.6084136|-4.101463,46.608121|-4.115268699999995,46.6|-4.199999999999999,46.6|-4.199999999999999,46.625322|-4.199464,46.625121|-4.190464,46.624121|-4.173464,46.628121|-4.157464,46.628121|-4.131463,46.632121|-4.105463,46.638121|-4.1,46.638121
area1069367500|-2.4999999999999996,48.64746063636363|-2.4999999999999996,48.63509474358974|-2.507951,48.642638|-2.508951,48.646638|-2.507451,48.648138
area1481529600|-0.4,50.2|-0.5,50.2|-0.5,50.300000000000004|-0.4,50.300000000000004
area117358800|-1.238941,45.599612|-1.235941,45.593612|-1.233941,45.585612|-1.232941,45.559612|-1.227941,45.543612|-1.224941,45.526612|-1.225941,45.509612|-1.2300601343475452,45.5|-1.299999999999999,45.5|-1.299999999999999,45.6|-1.2393290000000012,45.6
area1173414100|-5.9,49.1|-6.0,49.1|-6.0,49.2|-5.9,49.2
area1173464300|-5.7,49.6|-5.8,49.6|-5.8,49.7|-5.7,49.7
area1477443800|-6.22548,49.420145|-6.22098,49.416645|-6.22098,49.410645|-6.22398,49.403645|-6.226409999999999,49.4|-6.249414671505811,49.4|-6.25998,49.408645|-6.26098,49.410645|-6.25998,49.415645|-6.25248,49.424145|-6.24648,49.426145|-6.23948,49.426145
area1096331300|-8.717499,48.362136|-8.712999,48.357636|-8.711999,48.354636|-8.712999,48.347636|-8.721499,48.339136|-8.731499,48.337136|-8.752499,48.338136|-8.756499,48.336136|-8.759999,48.328635|-8.760999,48.313635|-8.767499,48.307135|-8.783499,48.304135|-8.7995,48.305135|-8.8,48.304885|-8.8,48.36477887414885|-8.781499,48.362136|-8.772499,48.359136|-8.757499,48.360136|-8.741499,48.366136|-8.727499,48.366136
area1173217500|-2.583451,47.145125|-2.560451,47.128125|-2.544451,47.120125|-2.540951,47.115625|-2.541951,47.110625|-2.548451,47.104125|-2.5591072500000047,47.1|-2.5999999999999996,47.1|-2.5999999999999996,47.11056772|-2.598452,47.111125|-2.592952,47.116625|-2.592952,47.123625|-2.599452,47.132125|-2.5999999999999996,47.132399|-2.5999999999999996,47.14916164664277
area1173422301|-7.7,49.2|-7.737175941176468,49.2|-7.734991,49.204643|-7.723491,49.217143|-7.709491,49.227143|-7.7,49.236634
area1173324000|-6.0,48.2061952|-6.005478,48.213134|-6.021978,48.227635|-6.029478,48.239135|-6.038478,48.243135|-6.045478,48.243135|-6.055478,48.239135|-6.063478,48.239135|-6.067978,48.245635|-6.061978,48.259635|-6.060978,48.265635|-6.064478,48.272135|-6.073478,48.273135|-6.095479,48.261135|-6.1,48.2597221875|-6.1,48.300000000000004|-6.0,48.300000000000004
area1173166800|-3.1999999999999997,46.6|-3.3,46.6|-3.3,46.7|-3.1999999999999997,46.7
area1291561400|-8.6,50.6692538|-8.608498,50.664155|-8.643498,50.653155|-8.671499,50.651155|-8.683499,50.646155|-8.7,50.63640440909091|-8.7,50.66032965|-8.680499,50.667155|-8.663499,50.679155|-8.650498,50.686155|-8.645498,50.691155|-8.632526198120122,50.7|-8.6,50.7
area1173225700|-4.3,47.2|-4.3999999999999995,47.2|-4.3999999999999995,47.300000000000004|-4.3,47.300000000000004
area1173127400|-2.599999999999999,46.2|-2.6999999999999993,46.2|-2.6999999999999993,46.300000000000004|-2.599999999999999,46.300000000000004
area1419474300|-5.737976,49.789648|-5.735976,49.777648|-5.741476,49.774148|-5.750476,49.773148|-5.758976,49.770148|-5.769476,49.770148|-5.776476,49.774148|-5.780976,49.778648|-5.783976,49.787648|-5.781976,49.792648|-5.773476,49.799148|-5.771345999999995,49.800000000000004|-5.743550153846157,49.800000000000004
area1481569700|-0.2999999999999986,50.6|-0.3999999999999986,50.6|-0.3999999999999986,50.7|-0.2999999999999986,50.7
area1173233900|-6.1,47.3|-6.1165186249999905,47.3|-6.131479,47.304127|-6.150479,47.315127|-6.161479,47.318127|-6.171479,47.323127|-6.184979,47.334627|-6.191979,47.344627|-6.198479,47.350127|-6.199999999999999,47.35080292489723|-6.199999999999999,47.4|-6.1,47.4
area1173442600|-7.4,49.432925222222224|-7.405489,49.434145|-7.420489,49.435145|-7.428989,49.439645|-7.430989,49.445645|-7.427989,49.456645|-7.427989,49.470645|-7.42194532352941,49.5|-7.4,49.5
area135315700|-4.346965,45.160609|-4.343965,45.150609|-4.343965,45.144608|-4.346465,45.142108|-4.355465,45.142108|-4.359965,45.137608|-4.356965,45.110608|-4.361465,45.104108|-4.366465,45.102108|-4.372465,45.102108|-4.376465,45.104108|-4.380965,45.108608|-4.390965,45.128608|-4.397465,45.134108|-4.3999999999999995,45.134108|-4.3999999999999995,45.158597463390244|-4.389465,45.162109|-4.378465,45.161109|-4.361465,45.146108|-4.355965,45.150609|-4.350465,45.161109|-4.348465,45.162109
area1173446901|-3.162956,49.429645|-3.160956,49.424645|-3.161956,49.418645|-3.159456,49.414145|-3.151456,49.410145|-3.141456,49.409145|-3.131456,49.413145|-3.119456,49.421145|-3.107455,49.425145|-3.099999999999999,49.4326|-3.099999999999999,49.4|-3.1695216666666663,49.4|-3.174956,49.411645|-3.179956,49.418645|-3.177956,49.426645|-3.173456,49.431145|-3.167456,49.433145
area1371512700|-7.395489,50.170151|-7.388989,50.164651|-7.386989,50.160651|-7.386989,50.155651|-7.392489,50.150151|-7.4,50.147069564102566|-7.4,50.17097118181818
area1373523000|-7.092486,50.281152|-7.084486,50.277152|-7.076986,50.268652|-7.076986,50.259652|-7.081986,50.247652|-7.081986,50.240652|-7.076986,50.232652|-7.077986,50.228652|-7.087486,50.222152|-7.096486,50.220151|-7.1,50.22047059974547|-7.1,50.281903400000004
area1173553400|-6.6,50.5|-6.699999999999999,50.5|-6.699999999999999,50.6|-6.6,50.6
area1204175100|-4.91647,46.720122|-4.909469,46.713122|-4.903469,46.710122|-4.9,46.71070016666667|-4.9,46.7|-5.0,46.7|-5.0,46.70518969230769|-4.99047,46.708122|-4.96947,46.706122|-4.94447,46.731122|-4.94047,46.733122|-4.93547,46.733122
area1173323000|-7.0,48.2|-7.1,48.2|-7.1,48.300000000000004|-7.0,48.300000000000004
area1157275200|-4.890469,47.756131|-4.874469,47.752131|-4.856469,47.74213|-4.831469,47.73513|-4.821469,47.72913|-4.810469,47.71813|-4.8,47.71241963636364|-4.8,47.7|-4.8999999999999995,47.7|-4.8999999999999995,47.7567266875
